"acceptedScientificName","LON","LAT"
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.433,-24.35
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.617,-20.967
"""Parastrephia quadrangularis (Meyen) Cabrera""",-70.36459,-23.54667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.8333,-22.9167
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.8,-17.87
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.8,-17.866667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.8,-17.86666
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.333333,-16.966667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.233333,-20.683333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.016667,-20.9
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.533333,-24.716667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.716667,-17.7
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.436667,-22.968889
"""Parastrephia quadrangularis (Meyen) Cabrera""",-71.542944,-35.675139
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.28,-22.4
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.32,-24.61
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.78,-22.53
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.18,-24.28
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.39,-23.07
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.71,-23.73
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.29,-23.54
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.73,-23.48
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.45,-22.59
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.28,-22.22
"""Parastrephia quadrangularis (Meyen) Cabrera""",-71.271333,-15.008667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-70.822999,-16.938982
"""Parastrephia quadrangularis (Meyen) Cabrera""",-74.083333,-14.583333
"""Parastrephia quadrangularis (Meyen) Cabrera""",-71.313333,-16.382617
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.92,-22.92
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.6,-22.1
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.59,-22.28
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.65,-24.07
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.35,-27.53
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.89,-27.09
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.77,-27.27
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.2,-29.38
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.600009,-18.33334
"""Parastrephia quadrangularis (Meyen) Cabrera""",-69.552676,-18.183033
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.349167,-27.531667
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.385278,-23.0725
"""Parastrephia quadrangularis (Meyen) Cabrera""",-65.710833,-23.730833
"""Parastrephia quadrangularis (Meyen) Cabrera""",-66.53,-23.39
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.153405,-27.647954
"""Parastrephia quadrangularis (Meyen) Cabrera""",-67.79,-23.41
"""Parastrephia quadrangularis (Meyen) Cabrera""",-68.116667,-19.716667
