"acceptedScientificName","LON","LAT"
"""Parastrephia lucida (Meyen) Cabrera""",-68.333333,-21.166667
"""Parastrephia lucida (Meyen) Cabrera""",-68,-22.333333
"""Parastrephia lucida (Meyen) Cabrera""",-68.166667,-21.166667
"""Parastrephia lucida (Meyen) Cabrera""",-67.3225,-24.608333
"""Parastrephia lucida (Meyen) Cabrera""",-69.5333,-18.3
"""Parastrephia lucida (Meyen) Cabrera""",-65.886389,-24.554444
"""Parastrephia lucida (Meyen) Cabrera""",-65.7,-26.716667
"""Parastrephia lucida (Meyen) Cabrera""",-66.15,-22.433333
"""Parastrephia lucida (Meyen) Cabrera""",-67.645556,-26.007778
"""Parastrephia lucida (Meyen) Cabrera""",-68.717,-19.25
"""Parastrephia lucida (Meyen) Cabrera""",-66.041944,-28.251944
"""Parastrephia lucida (Meyen) Cabrera""",-68.2167,-22.9167
"""Parastrephia lucida (Meyen) Cabrera""",-66.35,-27.53
"""Parastrephia lucida (Meyen) Cabrera""",-65.436667,-22.968889
"""Parastrephia lucida (Meyen) Cabrera""",-66.42,-24.24
"""Parastrephia lucida (Meyen) Cabrera""",-67.42,-26.08
"""Parastrephia lucida (Meyen) Cabrera""",-64.93,-22.33
"""Parastrephia lucida (Meyen) Cabrera""",-65.18,-23.18
"""Parastrephia lucida (Meyen) Cabrera""",-65.01,-23.47
"""Parastrephia lucida (Meyen) Cabrera""",-69.82,-17.72
"""Parastrephia lucida (Meyen) Cabrera""",-66.32,-27.35
"""Parastrephia lucida (Meyen) Cabrera""",-65.21,-22.21
"""Parastrephia lucida (Meyen) Cabrera""",-65.39,-23.07
"""Parastrephia lucida (Meyen) Cabrera""",-65.71,-23.73
"""Parastrephia lucida (Meyen) Cabrera""",-65.29,-23.54
"""Parastrephia lucida (Meyen) Cabrera""",-66.45,-22.59
"""Parastrephia lucida (Meyen) Cabrera""",-65.59,-22.28
"""Parastrephia lucida (Meyen) Cabrera""",-66.73,-23.48
"""Parastrephia lucida (Meyen) Cabrera""",-67.32,-24.61
"""Parastrephia lucida (Meyen) Cabrera""",-65.68,-23.21
"""Parastrephia lucida (Meyen) Cabrera""",-66.18,-25.1
"""Parastrephia lucida (Meyen) Cabrera""",-72.716319,-15.801586
"""Parastrephia lucida (Meyen) Cabrera""",-70.645399,-16.90363
"""Parastrephia lucida (Meyen) Cabrera""",-65.89,-24.55
"""Parastrephia lucida (Meyen) Cabrera""",-66.17,-25.07
"""Parastrephia lucida (Meyen) Cabrera""",-66.89,-27.09
"""Parastrephia lucida (Meyen) Cabrera""",-67.65,-26.01
"""Parastrephia lucida (Meyen) Cabrera""",-65.73,-26.67
"""Parastrephia lucida (Meyen) Cabrera""",-66.67,-23.41
"""Parastrephia lucida (Meyen) Cabrera""",-65.77,-27.27
"""Parastrephia lucida (Meyen) Cabrera""",-65.7,-26.72
"""Parastrephia lucida (Meyen) Cabrera""",-65.75,-26.41
"""Parastrephia lucida (Meyen) Cabrera""",-65.73,-23.19
"""Parastrephia lucida (Meyen) Cabrera""",-69.17036,-18.263671
"""Parastrephia lucida (Meyen) Cabrera""",-66.02,-28.2825
"""Parastrephia lucida (Meyen) Cabrera""",-65.987222,-28.225833
"""Parastrephia lucida (Meyen) Cabrera""",-65.710833,-23.730833
"""Parastrephia lucida (Meyen) Cabrera""",-65.385278,-23.0725
"""Parastrephia lucida (Meyen) Cabrera""",-67.371863,-26.04133
"""Parastrephia lucida (Meyen) Cabrera""",-67.314345,-26.012168
"""Parastrephia lucida (Meyen) Cabrera""",-68.116667,-19.716667
