"acceptedScientificName","LON","LAT"
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.06666,-16.5
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.083,-3.283
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.08333,-3.28333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-71.266667,-14.15
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-71.518333,-14.863056
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-67.28333,-16.95
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-72.666667,-13.583333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.53,-14.13
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-69.53333,-14.13333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.25,-9.46666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.45,-9.45
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.28333,-9.36666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.166,-3.333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.16666,-3.33333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.7,-8.833333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.11666,-16.21666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.16666,-16.4
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.6,-9.016667
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.65,-9.08333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.25,-10.03333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.4,-9.5
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.666,-0.616
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.66666,-0.61666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.383333,-9.916667
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.333333,-9.733333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79,-1.366
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79,-1.36666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.55,-16.25
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.7,-26.71666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68,-16.31666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.45,-0.616
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.483,-0.716
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.45,-0.61666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.48333,-0.71666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.6166,-8
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.529722,-7.403889
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.583,-0.65
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.58333,-0.65
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.166,-3.333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-79.16666,-3.33333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-75.9,-11.4
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.759167,-7.337778
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.05,-16.53333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-75.81666,-11.41666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.333333,-9.666667
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-77.583333,-9.033333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.000318,-17.0002
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.590278,-25.110833
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-75.75,-12.41666
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.800556,-7.380278
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.9,-7.383333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-78.46666,0.7
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-64.583611,-31.198611
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.928333,-33.186667
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.913889,-28.016667
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.101389,-31.691389
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.012222,-28.275
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.6,-19.85
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.42,-18.92
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.42,-16.83
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-72.05,-13.2
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-75.23333,-12.06667
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-70.170893,-15.691601
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.428889,-25.694167
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.349167,-27.531667
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.81666,-17.63333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-68.15,-16.5
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.869444,-26.606389
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-70.01667,-15.83333
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-64.62,-32.18
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.27,-22.22
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.93,-33.19
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.19,-24.51
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.2,-24.47
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-66.21,-24.46
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.72,-26.8
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.25,-22.26
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.26,-22.25
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.01,-23.47
"""Muhlenbergia peruviana (P.Beauv.) Steud.""",-65.61,-23.68
